
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
CAP0402_0P47UF_X5R               C103                             252   1      1   1   1 1           1 0 1P35V               (7-209-13)
CAP0402_0P47UF_X5R               C103                             252   1      2   2   1 2           2 0 GND                 (3-11-13)
CAP0402_0P47UF_X5R               C104                             253   1      1   1   1 1           1 0 1P35V               (7-209-13)
CAP0402_0P47UF_X5R               C104                             253   1      2   2   1 2           2 0 GND                 (3-11-13)
CAP0402_0P47UF_X5R               C105                             254   1      1   1   1 1           1 0 1P35V               (7-209-13)
CAP0402_0P47UF_X5R               C105                             254   1      2   2   1 2           2 0 GND                 (3-11-13)
CAP0402_0P47UF_X5R               C106                             255   1      1   1   1 1           1 0 1P35V               (7-209-13)
CAP0402_0P47UF_X5R               C106                             255   1      2   2   1 2           2 0 GND                 (3-11-13)
CAP0402_0P47UF_X5R               C107                             256   1      1   1   1 1           1 0 1P35V               (7-209-13)
CAP0402_0P47UF_X5R               C107                             256   1      2   2   1 2           2 0 GND                 (3-11-13)
CAP0402_0P47UF_X5R               C108                             257   1      1   1   1 1           1 0 1P35V               (7-209-13)
CAP0402_0P47UF_X5R               C108                             257   1      2   2   1 2           2 0 GND                 (3-11-13)
CAP0402_0P47UF_X5R               C109                             258   1      1   1   1 1           1 0 1P35V               (7-209-13)
CAP0402_0P47UF_X5R               C109                             258   1      2   2   1 2           2 0 GND                 (3-11-13)
CAP0402_0P47UF_X5R               C110                             228   1      1   1   1 1           1 0 1P8V                (3-14-13)
CAP0402_0P47UF_X5R               C110                             228   1      2   2   1 2           2 0 GND                 (3-11-13)
CAP0402_0P47UF_X5R               C111                             229   1      1   1   1 1           1 0 1P8V                (3-14-13)
CAP0402_0P47UF_X5R               C111                             229   1      2   2   1 2           2 0 GND                 (3-11-13)
CAP0402_0P47UF_X5R               C112                             230   1      1   1   1 1           1 0 1P0V                (50-26-13)
CAP0402_0P47UF_X5R               C112                             230   1      2   2   1 2           2 0 GND                 (3-11-13)
CAP0402_0P47UF_X5R               C113                             231   1      1   1   1 1           1 0 1P8V                (3-14-13)
CAP0402_0P47UF_X5R               C113                             231   1      2   2   1 2           2 0 GND                 (3-11-13)
CAP0402_0P47UF_X5R               C114                             213   1      1   1   1 1           1 0 VDD_GPIO            (7-123-13)
CAP0402_0P47UF_X5R               C114                             213   1      2   2   1 2           2 0 GND                 (3-11-13)
CAP0402_0P47UF_X5R               C115                             232   1      1   1   1 1           1 0 1P8V                (3-14-13)
CAP0402_0P47UF_X5R               C115                             232   1      2   2   1 2           2 0 GND                 (3-11-13)
CAP0402_0P47UF_X5R               C116                             233   1      1   1   1 1           1 0 1P0V                (50-26-13)
CAP0402_0P47UF_X5R               C116                             233   1      2   2   1 2           2 0 GND                 (3-11-13)
CAP0402_0P47UF_X5R               C117                             234   1      1   1   1 1           1 0 1P8V                (3-14-13)
CAP0402_0P47UF_X5R               C117                             234   1      2   2   1 2           2 0 GND                 (3-11-13)
CAP0402_0P47UF_X5R               C118                             235   1      1   1   1 1           1 0 1P0V                (50-26-13)
CAP0402_0P47UF_X5R               C118                             235   1      2   2   1 2           2 0 GND                 (3-11-13)
CAP0402_0P47UF_X5R               C119                             244   1      1   1   1 1           1 0 ZYNQ_VCCPLL         (50-2-13)
CAP0402_0P47UF_X5R               C119                             244   1      2   2   1 2           2 0 GND                 (3-11-13)
CAP0402_0P47UF_X5R               C120                             236   1      1   1   1 1           1 0 1P8V                (3-14-13)
CAP0402_0P47UF_X5R               C120                             236   1      2   2   1 2           2 0 GND                 (3-11-13)
CAP0402_0P47UF_X5R               C121                             237   1      1   1   1 1           1 0 1P0V                (50-26-13)
CAP0402_0P47UF_X5R               C121                             237   1      2   2   1 2           2 0 GND                 (3-11-13)
CAP0402_0P47UF_X5R               C122                             238   1      1   1   1 1           1 0 1P8V                (3-14-13)
CAP0402_0P47UF_X5R               C122                             238   1      2   2   1 2           2 0 GND                 (3-11-13)
CAP0402_0P47UF_X5R               C123                             214   1      1   1   1 1           1 0 VDD_GPIO            (7-123-13)
CAP0402_0P47UF_X5R               C123                             214   1      2   2   1 2           2 0 GND                 (3-11-13)
CAP0402_0P47UF_X5R               C124                             239   1      1   1   1 1           1 0 1P0V                (50-26-13)
CAP0402_0P47UF_X5R               C124                             239   1      2   2   1 2           2 0 GND                 (3-11-13)
CAP0402_0P47UF_X5R               C125                             240   1      1   1   1 1           1 0 1P8V                (3-14-13)
CAP0402_0P47UF_X5R               C125                             240   1      2   2   1 2           2 0 GND                 (3-11-13)
CAP0402_0P47UF_X5R               C126                             210   1      1   1   1 1           1 0 VDD_GPIO            (7-123-13)
CAP0402_0P47UF_X5R               C126                             210   1      2   2   1 2           2 0 GND                 (3-11-13)
CAP0402_0P47UF_X5R               C127                             241   1      1   1   1 1           1 0 1P0V                (50-26-13)
CAP0402_0P47UF_X5R               C127                             241   1      2   2   1 2           2 0 GND                 (3-11-13)
CAP0402_0P47UF_X5R               C128                             211   1      1   1   1 1           1 0 VDD_GPIO            (7-123-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
